metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_reqs,1746670207,1.000000,,,,true,,GET,https://jsonplaceholder.typicode.com/users?username=Bret,HTTP/2.0,default,,200,,tls1.3,https://jsonplaceholder.typicode.com/users?username=Bret,,
http_req_duration,1746670207,186.334900,,,,true,,GET,https://jsonplaceholder.typicode.com/users?username=Bret,HTTP/2.0,default,,200,,tls1.3,https://jsonplaceholder.typicode.com/users?username=Bret,,
http_req_blocked,1746670207,557.712200,,,,true,,GET,https://jsonplaceholder.typicode.com/users?username=Bret,HTTP/2.0,default,,200,,tls1.3,https://jsonplaceholder.typicode.com/users?username=Bret,,
http_req_connecting,1746670207,165.661700,,,,true,,GET,https://jsonplaceholder.typicode.com/users?username=Bret,HTTP/2.0,default,,200,,tls1.3,https://jsonplaceholder.typicode.com/users?username=Bret,,
http_req_tls_handshaking,1746670207,325.285200,,,,true,,GET,https://jsonplaceholder.typicode.com/users?username=Bret,HTTP/2.0,default,,200,,tls1.3,https://jsonplaceholder.typicode.com/users?username=Bret,,
http_req_sending,1746670207,0.000000,,,,true,,GET,https://jsonplaceholder.typicode.com/users?username=Bret,HTTP/2.0,default,,200,,tls1.3,https://jsonplaceholder.typicode.com/users?username=Bret,,
http_req_waiting,1746670207,185.715100,,,,true,,GET,https://jsonplaceholder.typicode.com/users?username=Bret,HTTP/2.0,default,,200,,tls1.3,https://jsonplaceholder.typicode.com/users?username=Bret,,
http_req_receiving,1746670207,0.619800,,,,true,,GET,https://jsonplaceholder.typicode.com/users?username=Bret,HTTP/2.0,default,,200,,tls1.3,https://jsonplaceholder.typicode.com/users?username=Bret,,
http_req_failed,1746670207,0.000000,,,,true,,GET,https://jsonplaceholder.typicode.com/users?username=Bret,HTTP/2.0,default,,200,,tls1.3,https://jsonplaceholder.typicode.com/users?username=Bret,,
checks,1746670207,1.000000,status is 200,,,,,,,,default,,,,,,,
vus,1746670207,1.000000,,,,,,,,,,,,,,,,
vus_max,1746670207,1.000000,,,,,,,,,,,,,,,,
vus,1746670208,1.000000,,,,,,,,,,,,,,,,
vus_max,1746670208,1.000000,,,,,,,,,,,,,,,,
vus,1746670209,1.000000,,,,,,,,,,,,,,,,
vus_max,1746670209,1.000000,,,,,,,,,,,,,,,,
vus,1746670210,1.000000,,,,,,,,,,,,,,,,
vus_max,1746670210,1.000000,,,,,,,,,,,,,,,,
vus,1746670211,1.000000,,,,,,,,,,,,,,,,
vus_max,1746670211,1.000000,,,,,,,,,,,,,,,,
vus,1746670212,1.000000,,,,,,,,,,,,,,,,
vus_max,1746670212,1.000000,,,,,,,,,,,,,,,,
vus,1746670213,1.000000,,,,,,,,,,,,,,,,
vus_max,1746670213,1.000000,,,,,,,,,,,,,,,,
vus,1746670214,1.000000,,,,,,,,,,,,,,,,
vus_max,1746670214,1.000000,,,,,,,,,,,,,,,,
vus,1746670215,1.000000,,,,,,,,,,,,,,,,
vus_max,1746670215,1.000000,,,,,,,,,,,,,,,,
vus,1746670216,1.000000,,,,,,,,,,,,,,,,
vus_max,1746670216,1.000000,,,,,,,,,,,,,,,,
http_reqs,1746670217,1.000000,,,,true,,GET,https://jsonplaceholder.typicode.com/users?username=Antonette,HTTP/2.0,default,,200,,tls1.3,https://jsonplaceholder.typicode.com/users?username=Antonette,,
http_req_duration,1746670217,246.845300,,,,true,,GET,https://jsonplaceholder.typicode.com/users?username=Antonette,HTTP/2.0,default,,200,,tls1.3,https://jsonplaceholder.typicode.com/users?username=Antonette,,
