metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
vus,1746669490,1.000000,,,,,,,,,,,,,,,,
vus_max,1746669490,1.000000,,,,,,,,,,,,,,,,
vus,1746669491,1.000000,,,,,,,,,,,,,,,,
vus_max,1746669491,1.000000,,,,,,,,,,,,,,,,
vus,1746669492,1.000000,,,,,,,,,,,,,,,,
vus_max,1746669492,1.000000,,,,,,,,,,,,,,,,
vus,1746669493,1.000000,,,,,,,,,,,,,,,,
vus_max,1746669493,1.000000,,,,,,,,,,,,,,,,
vus,1746669494,1.000000,,,,,,,,,,,,,,,,
vus_max,1746669494,1.000000,,,,,,,,,,,,,,,,
vus,1746669495,1.000000,,,,,,,,,,,,,,,,
vus_max,1746669495,1.000000,,,,,,,,,,,,,,,,
vus,1746669496,1.000000,,,,,,,,,,,,,,,,
vus_max,1746669496,1.000000,,,,,,,,,,,,,,,,
vus,1746669497,1.000000,,,,,,,,,,,,,,,,
vus_max,1746669497,1.000000,,,,,,,,,,,,,,,,
vus,1746669498,1.000000,,,,,,,,,,,,,,,,
vus_max,1746669498,1.000000,,,,,,,,,,,,,,,,
vus,1746669499,1.000000,,,,,,,,,,,,,,,,
vus_max,1746669499,1.000000,,,,,,,,,,,,,,,,
vus,1746669500,1.000000,,,,,,,,,,,,,,,,
vus_max,1746669500,1.000000,,,,,,,,,,,,,,,,
http_reqs,1746669500,1.000000,,lookup: no such host,1101,false,,GET,https://****:****@httpbin.test.k6.io/basic-auth/user/passwd,,default,,0,,,https://****:****@httpbin.test.k6.io/basic-auth/user/passwd,,
http_req_duration,1746669500,0.000000,,lookup: no such host,1101,false,,GET,https://****:****@httpbin.test.k6.io/basic-auth/user/passwd,,default,,0,,,https://****:****@httpbin.test.k6.io/basic-auth/user/passwd,,
http_req_blocked,1746669500,0.000000,,lookup: no such host,1101,false,,GET,https://****:****@httpbin.test.k6.io/basic-auth/user/passwd,,default,,0,,,https://****:****@httpbin.test.k6.io/basic-auth/user/passwd,,
http_req_connecting,1746669500,0.000000,,lookup: no such host,1101,false,,GET,https://****:****@httpbin.test.k6.io/basic-auth/user/passwd,,default,,0,,,https://****:****@httpbin.test.k6.io/basic-auth/user/passwd,,
http_req_tls_handshaking,1746669500,0.000000,,lookup: no such host,1101,false,,GET,https://****:****@httpbin.test.k6.io/basic-auth/user/passwd,,default,,0,,,https://****:****@httpbin.test.k6.io/basic-auth/user/passwd,,
http_req_sending,1746669500,0.000000,,lookup: no such host,1101,false,,GET,https://****:****@httpbin.test.k6.io/basic-auth/user/passwd,,default,,0,,,https://****:****@httpbin.test.k6.io/basic-auth/user/passwd,,
http_req_waiting,1746669500,0.000000,,lookup: no such host,1101,false,,GET,https://****:****@httpbin.test.k6.io/basic-auth/user/passwd,,default,,0,,,https://****:****@httpbin.test.k6.io/basic-auth/user/passwd,,
http_req_receiving,1746669500,0.000000,,lookup: no such host,1101,false,,GET,https://****:****@httpbin.test.k6.io/basic-auth/user/passwd,,default,,0,,,https://****:****@httpbin.test.k6.io/basic-auth/user/passwd,,
http_req_failed,1746669500,1.000000,,lookup: no such host,1101,false,,GET,https://****:****@httpbin.test.k6.io/basic-auth/user/passwd,,default,,0,,,https://****:****@httpbin.test.k6.io/basic-auth/user/passwd,,
checks,1746669500,0.000000,status is 200,,,,,,,,default,,,,,,,
checks,1746669500,0.000000,is authenticated,,,,,,,,default,,,,,,,
data_sent,1746669500,0.000000,,,,,,,,,default,,,,,,,
data_received,1746669500,0.000000,,,,,,,,,default,,,,,,,
iteration_duration,1746669500,11134.669200,,,,,,,,,default,,,,,,,
iterations,1746669500,1.000000,,,,,,,,,default,,,,,,,
